gender,age_group,age,marital_status,state,zone,occupation,product_category,amount
F,26-35,28,0,Maharashtra,Western,Textile,Clothing & Apparel,5270
M,36-45,42,1,Maharashtra,Western,Aviation,Clothing & Apparel,5270
M,26-35,30,1,Uttar Pradesh,Central,Aviation,Clothing & Apparel,5270
M,46-50,48,0,Andhra Pradesh,Southern,Aviation,Clothing & Apparel,5269
F,18-25,21,0,Himachal Pradesh,Northern,Agriculture,Clothing & Apparel,5269
F,26-35,33,0,Kerala,Southern,Banking,Clothing & Apparel,5269
F,26-35,31,1,Uttar Pradesh,Central,Food Processing,Clothing & Apparel,5269
F,18-25,18,0,Andhra Pradesh,Southern,Retail,Clothing & Apparel,5268
F,26-35,34,0,Bihar,Eastern,Banking,Clothing & Apparel,5268
M,0-17,15,0,Madhya Pradesh,Central,Healthcare,Clothing & Apparel,5268
M,26-35,34,0,Maharashtra,Western,IT Sector,Clothing & Apparel,5268
F,51-55,52,0,Gujarat,Western,Aviation,Clothing & Apparel,5264
F,26-35,33,0,Haryana,Northern,Healthcare,Clothing & Apparel,5263
M,26-35,35,0,Andhra Pradesh,Southern,Media,Clothing & Apparel,5261
M,36-45,42,0,Himachal Pradesh,Northern,Banking,Clothing & Apparel,5261
F,51-55,52,0,Uttar Pradesh,Central,Aviation,Clothing & Apparel,5261
M,26-35,30,0,Uttarakhand,Central,Healthcare,Clothing & Apparel,5260
M,36-45,37,0,Delhi,Central,Aviation,Clothing & Apparel,5259
F,26-35,31,0,Haryana,Northern,Media,Clothing & Apparel,5259
M,26-35,26,1,Kerala,Southern,Textile,Clothing & Apparel,5259
M,18-25,25,0,Maharashtra,Western,Healthcare,Clothing & Apparel,5259
M,46-50,49,0,Delhi,Central,Govt,Clothing & Apparel,5258
F,26-35,35,1,Haryana,Northern,Aviation,Clothing & Apparel,5258
F,26-35,27,0,Karnataka,Southern,Aviation,Clothing & Apparel,5258
M,46-50,47,1,Maharashtra,Western,Lawyer,Clothing & Apparel,5257
F,18-25,18,1,Uttar Pradesh,Central,Retail,Clothing & Apparel,5257
M,36-45,40,0,Maharashtra,Western,Food Processing,Clothing & Apparel,5256
M,18-25,19,1,Haryana,Northern,Aviation,Clothing & Apparel,5255
F,18-25,19,1,Uttar Pradesh,Central,Aviation,Clothing & Apparel,5255
F,26-35,29,0,Uttarakhand,Central,Banking,Clothing & Apparel,5255
F,26-35,35,1,Andhra Pradesh,Southern,IT Sector,Clothing & Apparel,5254
F,26-35,35,1,Haryana,Northern,Banking,Clothing & Apparel,5254
M,26-35,27,0,Uttarakhand,Central,Govt,Clothing & Apparel,5254
F,26-35,27,1,Maharashtra,Western,IT Sector,Clothing & Apparel,5253
M,55+,84,0,Maharashtra,Western,Media,Clothing & Apparel,5252
M,51-55,54,1,Uttar Pradesh,Central,Automobile,Clothing & Apparel,5252
F,36-45,44,0,Himachal Pradesh,Northern,Food Processing,Clothing & Apparel,5251
F,55+,80,1,Jharkhand,Eastern,IT Sector,Clothing & Apparel,5251
F,26-35,28,1,Maharashtra,Western,Hospitality,Clothing & Apparel,5251
F,26-35,34,1,Delhi,Central,IT Sector,Clothing & Apparel,5250
M,18-25,21,1,Kerala,Southern,Aviation,Clothing & Apparel,5250
F,36-45,44,1,Himachal Pradesh,Northern,Govt,Clothing & Apparel,5249
F,26-35,29,1,Maharashtra,Western,Banking,Clothing & Apparel,5249
M,36-45,45,1,Rajasthan,Northern,IT Sector,Clothing & Apparel,5249
F,18-25,20,0,Jharkhand,Eastern,Govt,Clothing & Apparel,5248
F,18-25,19,0,Jharkhand,Eastern,Textile,Clothing & Apparel,5247
F,18-25,25,0,Maharashtra,Western,Healthcare,Clothing & Apparel,5247
F,26-35,27,1,Maharashtra,Western,IT Sector,Clothing & Apparel,5247
F,26-35,27,0,Bihar,Eastern,Banking,Clothing & Apparel,5246
F,18-25,23,0,Delhi,Central,Agriculture,Clothing & Apparel,5246
F,26-35,29,0,Delhi,Central,Retail,Clothing & Apparel,5246
F,26-35,27,1,Maharashtra,Western,Automobile,Clothing & Apparel,5246
M,46-50,48,0,Uttar Pradesh,Central,Automobile,Clothing & Apparel,5246
F,36-45,44,0,Kerala,Southern,Aviation,Clothing & Apparel,5245
M,18-25,24,1,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,5244
F,18-25,22,1,Haryana,Northern,Media,Clothing & Apparel,5242
F,36-45,37,0,Karnataka,Southern,Textile,Clothing & Apparel,5242
F,46-50,47,0,Kerala,Southern,Healthcare,Clothing & Apparel,5242
M,26-35,27,0,Delhi,Central,Banking,Clothing & Apparel,5241
F,55+,69,1,Himachal Pradesh,Northern,Govt,Clothing & Apparel,5241
F,46-50,49,1,Karnataka,Southern,Banking,Clothing & Apparel,5241
F,36-45,41,0,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,5241
F,36-45,42,0,Bihar,Eastern,Hospitality,Clothing & Apparel,5240
F,18-25,24,0,Kerala,Southern,Banking,Clothing & Apparel,5240
F,26-35,27,0,Uttar Pradesh,Central,Banking,Clothing & Apparel,5240
F,26-35,33,1,Bihar,Eastern,Healthcare,Clothing & Apparel,5239
F,26-35,26,0,Maharashtra,Western,Banking,Clothing & Apparel,5239
F,18-25,23,1,Uttarakhand,Central,Media,Clothing & Apparel,5239
F,51-55,53,0,Uttarakhand,Central,Construction,Clothing & Apparel,5239
F,26-35,35,1,Maharashtra,Western,Aviation,Clothing & Apparel,5238
F,36-45,38,0,Uttarakhand,Central,Govt,Clothing & Apparel,5238
M,26-35,26,1,Karnataka,Southern,Healthcare,Clothing & Apparel,5237
M,18-25,20,0,Delhi,Central,Agriculture,Clothing & Apparel,5235
F,55+,65,0,Haryana,Northern,Healthcare,Clothing & Apparel,5235
F,36-45,39,0,Himachal Pradesh,Northern,Hospitality,Clothing & Apparel,5235
F,51-55,53,0,Maharashtra,Western,Aviation,Clothing & Apparel,5235
F,51-55,51,0,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,5234
F,55+,73,0,Rajasthan,Northern,Food Processing,Clothing & Apparel,5234
F,26-35,30,0,Uttar Pradesh,Central,Automobile,Clothing & Apparel,5234
M,55+,81,0,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,5233
F,18-25,21,0,Uttar Pradesh,Central,Automobile,Clothing & Apparel,5233
F,26-35,29,1,Uttarakhand,Central,Agriculture,Clothing & Apparel,5233
F,18-25,18,0,Andhra Pradesh,Southern,IT Sector,Clothing & Apparel,5232
F,18-25,24,0,Andhra Pradesh,Southern,Food Processing,Clothing & Apparel,5232
F,36-45,39,1,Jharkhand,Eastern,Aviation,Clothing & Apparel,5232
M,46-50,47,1,Maharashtra,Western,IT Sector,Clothing & Apparel,5232
F,26-35,27,1,Andhra Pradesh,Southern,Aviation,Clothing & Apparel,5230
F,26-35,31,0,Kerala,Southern,Hospitality,Clothing & Apparel,5230
F,26-35,26,0,Uttarakhand,Central,Healthcare,Clothing & Apparel,5229
F,36-45,44,0,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,5227
F,26-35,31,0,Uttar Pradesh,Central,Lawyer,Clothing & Apparel,5227
F,51-55,55,0,Kerala,Southern,Banking,Clothing & Apparel,5226
F,18-25,25,0,Madhya Pradesh,Central,Retail,Clothing & Apparel,5226
F,26-35,34,0,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,5226
F,46-50,50,1,Gujarat,Western,Aviation,Clothing & Apparel,5225
F,18-25,20,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,5225
F,36-45,36,0,Uttar Pradesh,Central,Chemical,Clothing & Apparel,5225
M,26-35,28,0,Delhi,Central,Textile,Clothing & Apparel,5223
M,46-50,47,1,Madhya Pradesh,Central,Govt,Clothing & Apparel,5223
F,26-35,28,0,Himachal Pradesh,Northern,Govt,Clothing & Apparel,5222
F,46-50,48,0,Maharashtra,Western,Healthcare,Clothing & Apparel,5222
F,46-50,46,0,Uttar Pradesh,Central,Hospitality,Clothing & Apparel,5222
F,18-25,25,0,Andhra Pradesh,Southern,IT Sector,Clothing & Apparel,5220
F,36-45,36,1,Bihar,Eastern,Govt,Clothing & Apparel,5220
M,18-25,21,0,Delhi,Central,Healthcare,Clothing & Apparel,5219
F,26-35,32,0,Gujarat,Western,Aviation,Clothing & Apparel,5219
M,26-35,28,0,Kerala,Southern,Govt,Clothing & Apparel,5219
M,18-25,21,0,Rajasthan,Northern,Healthcare,Clothing & Apparel,5219
M,26-35,34,1,Andhra Pradesh,Southern,Aviation,Clothing & Apparel,5215
F,36-45,43,0,Gujarat,Western,Banking,Clothing & Apparel,5215
F,26-35,34,0,Punjab,Northern,Govt,Clothing & Apparel,5215
F,26-35,26,0,Andhra Pradesh,Southern,Lawyer,Clothing & Apparel,5214
F,26-35,34,0,Andhra Pradesh,Southern,IT Sector,Clothing & Apparel,5214
F,18-25,24,0,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,5214
F,36-45,36,1,Himachal Pradesh,Northern,Aviation,Clothing & Apparel,5214
M,26-35,29,0,Karnataka,Southern,Govt,Clothing & Apparel,5214
F,26-35,29,0,Haryana,Northern,Construction,Clothing & Apparel,5212
M,18-25,21,0,Uttar Pradesh,Central,Media,Clothing & Apparel,5212
F,0-17,12,1,Bihar,Eastern,Media,Clothing & Apparel,5211
M,18-25,21,1,Delhi,Central,Agriculture,Clothing & Apparel,5210
F,18-25,24,1,Himachal Pradesh,Northern,Lawyer,Clothing & Apparel,5210
F,36-45,43,1,Karnataka,Southern,IT Sector,Clothing & Apparel,5210
F,26-35,33,1,Jharkhand,Eastern,IT Sector,Clothing & Apparel,5209
F,46-50,48,0,Karnataka,Southern,Lawyer,Clothing & Apparel,5209
F,26-35,35,1,Maharashtra,Western,Media,Clothing & Apparel,5209
F,26-35,31,0,Uttar Pradesh,Central,Aviation,Clothing & Apparel,5209
M,26-35,32,1,Uttar Pradesh,Central,Agriculture,Books,5209
F,46-50,46,1,Uttar Pradesh,Central,Banking,Clothing & Apparel,5209
M,36-45,38,0,Andhra Pradesh,Southern,Aviation,Clothing & Apparel,5208
M,0-17,12,0,Bihar,Eastern,Healthcare,Clothing & Apparel,5208
F,26-35,26,0,Gujarat,Western,Govt,Clothing & Apparel,5208
M,18-25,25,0,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,5208
F,36-45,38,1,Himachal Pradesh,Northern,Govt,Clothing & Apparel,5207
M,26-35,30,1,Jharkhand,Eastern,IT Sector,Clothing & Apparel,5207
M,26-35,27,0,Haryana,Northern,Automobile,Clothing & Apparel,5206
F,26-35,33,1,Jharkhand,Eastern,IT Sector,Clothing & Apparel,5206
F,26-35,33,0,Maharashtra,Western,Aviation,Clothing & Apparel,5205
F,36-45,40,0,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,5204
F,51-55,51,1,Gujarat,Western,Media,Clothing & Apparel,5202
F,18-25,25,1,Jharkhand,Eastern,Aviation,Clothing & Apparel,5202
M,18-25,25,0,Maharashtra,Western,IT Sector,Clothing & Apparel,5202
M,18-25,25,0,Maharashtra,Western,IT Sector,Clothing & Apparel,5202
F,26-35,31,0,Andhra Pradesh,Southern,Govt,Clothing & Apparel,5201
F,26-35,31,0,Haryana,Northern,Govt,Clothing & Apparel,5201
F,26-35,31,0,Himachal Pradesh,Northern,Banking,Clothing & Apparel,5201
F,26-35,30,0,Himachal Pradesh,Northern,Banking,Clothing & Apparel,5200
F,26-35,31,1,Uttar Pradesh,Central,Aviation,Clothing & Apparel,5199
M,51-55,54,1,Andhra Pradesh,Southern,IT Sector,Clothing & Apparel,5198
F,26-35,31,1,Gujarat,Western,Lawyer,Clothing & Apparel,5198
F,36-45,45,1,Jharkhand,Eastern,Chemical,Clothing & Apparel,5198
F,46-50,50,0,Karnataka,Southern,Textile,Clothing & Apparel,5198
F,26-35,30,1,Uttarakhand,Central,Media,Clothing & Apparel,5198
F,36-45,38,0,Delhi,Central,Govt,Clothing & Apparel,5195
F,26-35,26,0,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,5195
F,51-55,54,1,Maharashtra,Western,Food Processing,Clothing & Apparel,5195
F,18-25,25,0,Haryana,Northern,Hospitality,Clothing & Apparel,5194
M,18-25,21,0,Karnataka,Southern,Media,Clothing & Apparel,5194
F,26-35,31,1,Uttar Pradesh,Central,Govt,Clothing & Apparel,5193
F,26-35,31,0,Madhya Pradesh,Central,Govt,Clothing & Apparel,5192
M,55+,85,1,Uttarakhand,Central,Construction,Clothing & Apparel,5192
F,18-25,19,0,Jharkhand,Eastern,Textile,Clothing & Apparel,5190
F,36-45,39,1,Jharkhand,Eastern,Healthcare,Clothing & Apparel,5190
M,18-25,19,1,Madhya Pradesh,Central,Media,Clothing & Apparel,5190
M,26-35,28,1,Gujarat,Western,Healthcare,Clothing & Apparel,5189
M,51-55,54,0,Uttar Pradesh,Central,Aviation,Clothing & Apparel,5189
F,26-35,32,1,Himachal Pradesh,Northern,Lawyer,Clothing & Apparel,5188
F,26-35,31,0,Karnataka,Southern,Govt,Clothing & Apparel,5188
F,26-35,32,0,Andhra Pradesh,Southern,Banking,Clothing & Apparel,5186
M,36-45,37,0,Delhi,Central,Automobile,Clothing & Apparel,5186
M,26-35,29,1,Andhra Pradesh,Southern,Food Processing,Clothing & Apparel,5185
F,26-35,35,0,Jharkhand,Eastern,Construction,Clothing & Apparel,5185
F,26-35,35,1,Uttar Pradesh,Central,Construction,Clothing & Apparel,5185
F,26-35,26,0,Himachal Pradesh,Northern,Banking,Clothing & Apparel,5182
F,26-35,26,0,Himachal Pradesh,Northern,Construction,Clothing & Apparel,5182
F,46-50,46,1,Karnataka,Southern,Banking,Clothing & Apparel,5182
F,18-25,25,0,Uttarakhand,Central,Govt,Clothing & Apparel,5182
F,26-35,30,0,Madhya Pradesh,Central,Hospitality,Clothing & Apparel,5181
M,26-35,26,0,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,5178
F,36-45,36,0,Bihar,Eastern,Construction,Clothing & Apparel,5178
F,18-25,24,0,Haryana,Northern,IT Sector,Clothing & Apparel,5178
F,36-45,39,1,Maharashtra,Western,Aviation,Clothing & Apparel,5178
F,26-35,29,1,Jharkhand,Eastern,Lawyer,Clothing & Apparel,5177
F,18-25,20,0,Uttar Pradesh,Central,Aviation,Clothing & Apparel,5177
F,51-55,52,0,Uttar Pradesh,Central,Chemical,Clothing & Apparel,5177
F,36-45,36,1,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,5176
M,18-25,21,0,Jharkhand,Eastern,Healthcare,Clothing & Apparel,5174
F,55+,89,0,Jharkhand,Eastern,Healthcare,Clothing & Apparel,5174
M,26-35,32,0,Punjab,Northern,IT Sector,Clothing & Apparel,5174
M,26-35,35,1,Bihar,Eastern,Construction,Clothing & Apparel,5173
F,26-35,35,0,Haryana,Northern,Construction,Clothing & Apparel,5173
F,0-17,12,0,Himachal Pradesh,Northern,Retail,Clothing & Apparel,5173
F,26-35,30,1,Jharkhand,Eastern,Banking,Clothing & Apparel,5172
M,36-45,39,0,Madhya Pradesh,Central,Aviation,Clothing & Apparel,5172
F,26-35,35,0,Maharashtra,Western,Chemical,Clothing & Apparel,5172
M,26-35,28,1,Gujarat,Western,Aviation,Clothing & Apparel,5171
F,26-35,27,1,Himachal Pradesh,Northern,Banking,Clothing & Apparel,5171
M,36-45,40,0,Karnataka,Southern,Banking,Clothing & Apparel,5170
F,51-55,52,0,Uttar Pradesh,Central,Govt,Clothing & Apparel,5170
F,0-17,15,0,Gujarat,Western,Aviation,Clothing & Apparel,5169
F,51-55,54,0,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,5169
M,51-55,54,0,Kerala,Southern,Aviation,Clothing & Apparel,5169
F,18-25,25,0,Bihar,Eastern,IT Sector,Clothing & Apparel,5168
F,51-55,54,0,Andhra Pradesh,Southern,Hospitality,Clothing & Apparel,5167
M,18-25,23,0,Karnataka,Southern,Retail,Books,5167
F,46-50,46,0,Jharkhand,Eastern,Chemical,Clothing & Apparel,5166
F,46-50,50,0,Uttar Pradesh,Central,Aviation,Clothing & Apparel,5166
F,36-45,36,0,Bihar,Eastern,Media,Clothing & Apparel,5165
M,26-35,29,1,Delhi,Central,Chemical,Clothing & Apparel,5165
M,46-50,47,0,Delhi,Central,Media,Clothing & Apparel,5165
M,46-50,47,0,Kerala,Southern,Media,Clothing & Apparel,5165
F,26-35,35,0,Maharashtra,Western,Lawyer,Clothing & Apparel,5164
M,36-45,45,1,Karnataka,Southern,Chemical,Clothing & Apparel,5162
F,26-35,32,0,Bihar,Eastern,Automobile,Clothing & Apparel,5161
M,36-45,42,1,Gujarat,Western,Banking,Clothing & Apparel,5159
M,18-25,23,0,Maharashtra,Western,Automobile,Clothing & Apparel,5159
M,51-55,52,0,Maharashtra,Western,IT Sector,Clothing & Apparel,5159
F,26-35,35,1,Andhra Pradesh,Southern,Lawyer,Clothing & Apparel,5158
F,18-25,21,0,Bihar,Eastern,Textile,Clothing & Apparel,5158
F,36-45,41,1,Himachal Pradesh,Northern,Lawyer,Clothing & Apparel,5158
F,26-35,30,0,Karnataka,Southern,Retail,Clothing & Apparel,5158
F,26-35,27,0,Maharashtra,Western,Automobile,Clothing & Apparel,5158
F,36-45,45,0,Maharashtra,Western,Media,Clothing & Apparel,5158
M,26-35,33,1,Uttar Pradesh,Central,Automobile,Clothing & Apparel,5158
F,18-25,21,0,Haryana,Northern,Food Processing,Clothing & Apparel,5157
F,26-35,35,0,Himachal Pradesh,Northern,Govt,Clothing & Apparel,5157
F,26-35,26,0,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,5157
F,26-35,31,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,5157
F,26-35,30,0,Uttarakhand,Central,Media,Clothing & Apparel,5157
F,18-25,24,1,Gujarat,Western,Media,Clothing & Apparel,5155
F,55+,85,1,Himachal Pradesh,Northern,Food Processing,Clothing & Apparel,5155
M,46-50,46,0,Bihar,Eastern,Hospitality,Clothing & Apparel,5153
F,36-45,44,0,Himachal Pradesh,Northern,Govt,Clothing & Apparel,5151
F,26-35,29,0,Himachal Pradesh,Northern,Hospitality,Clothing & Apparel,5150
M,26-35,29,1,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,5150
F,18-25,24,1,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,5149
F,36-45,43,0,Jharkhand,Eastern,Banking,Clothing & Apparel,5149
F,36-45,37,0,Karnataka,Southern,Banking,Clothing & Apparel,5149
F,18-25,25,0,Kerala,Southern,Food Processing,Clothing & Apparel,5149
F,0-17,13,0,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,5149
F,36-45,37,0,Himachal Pradesh,Northern,Retail,Clothing & Apparel,5148
F,46-50,48,0,Jharkhand,Eastern,Construction,Clothing & Apparel,5147
F,36-45,37,0,Punjab,Northern,Agriculture,Clothing & Apparel,5147
M,51-55,53,0,Punjab,Northern,Textile,Clothing & Apparel,5147
M,36-45,41,0,Delhi,Central,Govt,Clothing & Apparel,5146
M,18-25,21,0,Haryana,Northern,Healthcare,Clothing & Apparel,5146
F,55+,71,1,Uttarakhand,Central,Hospitality,Clothing & Apparel,5146
F,18-25,20,1,Bihar,Eastern,Banking,Clothing & Apparel,5145
M,26-35,33,0,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,5145
F,51-55,53,1,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,5144
F,51-55,55,1,Gujarat,Western,Healthcare,Clothing & Apparel,5143
M,26-35,26,1,Madhya Pradesh,Central,Hospitality,Clothing & Apparel,5143
F,26-35,34,0,Bihar,Eastern,Retail,Clothing & Apparel,5142
M,46-50,48,1,Haryana,Northern,Food Processing,Clothing & Apparel,5142
F,26-35,26,1,Himachal Pradesh,Northern,Automobile,Clothing & Apparel,5140
F,36-45,43,1,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,5140
F,18-25,19,1,Uttar Pradesh,Central,Banking,Clothing & Apparel,5139
F,18-25,22,0,Uttar Pradesh,Central,Banking,Clothing & Apparel,5139
M,46-50,48,0,Uttarakhand,Central,Healthcare,Clothing & Apparel,5139
M,36-45,43,0,Andhra Pradesh,Southern,Aviation,Hand & Power Tools,5137
F,26-35,27,0,Delhi,Central,Healthcare,Stationery,4922
M,46-50,49,0,Karnataka,Southern,Media,Stationery,4905
F,36-45,45,0,Karnataka,Southern,IT Sector,Footwear & Shoes,4839
F,26-35,27,1,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,4822
F,46-50,47,0,Karnataka,Southern,Aviation,Footwear & Shoes,4819
F,26-35,30,1,Karnataka,Southern,Automobile,Footwear & Shoes,4810
M,55+,69,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4784
F,36-45,39,0,Karnataka,Southern,Hospitality,Footwear & Shoes,4774
F,36-45,37,0,Karnataka,Southern,Media,Footwear & Shoes,4771
F,18-25,24,0,Kerala,Southern,Aviation,Furniture,4768
M,26-35,31,0,Karnataka,Southern,IT Sector,Footwear & Shoes,4764
F,18-25,21,0,Karnataka,Southern,IT Sector,Footwear & Shoes,4763
F,36-45,39,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4751
M,51-55,54,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,4733
F,26-35,26,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4729
M,26-35,32,0,Haryana,Northern,IT Sector,Footwear & Shoes,4727
M,36-45,45,0,Maharashtra,Western,Lawyer,Beauty,4710
F,18-25,21,1,Madhya Pradesh,Central,IT Sector,Beauty,4708
M,26-35,29,0,Haryana,Northern,Media,Beauty,4707
M,26-35,28,0,Delhi,Central,IT Sector,Beauty,4702
F,51-55,54,0,Uttar Pradesh,Central,Banking,Beauty,4702
M,18-25,22,1,Kerala,Southern,Aviation,Beauty,4697
F,26-35,35,0,Delhi,Central,Healthcare,Beauty,4696
M,26-35,34,0,Maharashtra,Western,Healthcare,Beauty,4693
F,36-45,45,0,Madhya Pradesh,Central,Banking,Beauty,4692
F,26-35,31,0,Karnataka,Southern,IT Sector,Footwear & Shoes,4691
M,36-45,39,0,Karnataka,Southern,IT Sector,Beauty,4691
F,26-35,27,1,Delhi,Central,Automobile,Footwear & Shoes,4690
F,46-50,50,1,Madhya Pradesh,Central,Aviation,Beauty,4690
F,36-45,38,0,Karnataka,Southern,Media,Tupperware,4689
F,51-55,51,1,Madhya Pradesh,Central,Hospitality,Beauty,4685
M,26-35,31,1,Delhi,Central,Aviation,Beauty,4670
F,18-25,22,1,Madhya Pradesh,Central,IT Sector,Beauty,4669
F,26-35,31,0,Madhya Pradesh,Central,Aviation,Beauty,4665
F,18-25,21,1,Karnataka,Southern,Banking,Footwear & Shoes,4664
F,26-35,32,1,Uttar Pradesh,Central,Automobile,Beauty,4662
F,51-55,53,0,Madhya Pradesh,Central,Hospitality,Beauty,4661
F,36-45,40,1,Madhya Pradesh,Central,Retail,Beauty,4659
F,26-35,26,1,Delhi,Central,Automobile,Stationery,4658
F,26-35,28,0,Madhya Pradesh,Central,Govt,Beauty,4654
F,46-50,48,0,Karnataka,Southern,Lawyer,Footwear & Shoes,4651
M,26-35,28,0,Andhra Pradesh,Southern,Banking,Beauty,4649
M,26-35,27,1,Maharashtra,Western,IT Sector,Footwear & Shoes,4646
M,18-25,18,1,Karnataka,Southern,Media,Tupperware,4642
F,26-35,26,1,Madhya Pradesh,Central,Chemical,Beauty,4642
F,18-25,22,0,Uttar Pradesh,Central,Lawyer,Beauty,4642
F,46-50,49,0,Madhya Pradesh,Central,Govt,Beauty,4640
F,26-35,27,0,Madhya Pradesh,Central,Construction,Beauty,4639
F,18-25,20,0,Madhya Pradesh,Central,Banking,Beauty,4636
F,36-45,41,0,Maharashtra,Western,Retail,Beauty,4636
F,36-45,37,1,Madhya Pradesh,Central,Retail,Beauty,4635
F,51-55,54,1,Maharashtra,Western,Aviation,Beauty,4635
M,18-25,22,1,Andhra Pradesh,Southern,IT Sector,Beauty,4634
M,18-25,22,1,Haryana,Northern,IT Sector,Beauty,4634
F,18-25,21,1,Uttar Pradesh,Central,Automobile,Beauty,4634
F,51-55,51,0,Delhi,Central,Hospitality,Beauty,4632
M,18-25,19,0,Madhya Pradesh,Central,Media,Beauty,4629
F,46-50,50,0,Madhya Pradesh,Central,Govt,Beauty,4628
F,26-35,27,1,Madhya Pradesh,Central,Banking,Beauty,4620
F,26-35,30,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4615
M,26-35,28,1,Delhi,Central,Lawyer,Footwear & Shoes,4610
F,26-35,29,1,Maharashtra,Western,IT Sector,Beauty,4610
F,36-45,40,0,Madhya Pradesh,Central,Food Processing,Beauty,4609
F,36-45,42,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4608
F,26-35,30,1,Madhya Pradesh,Central,Media,Beauty,4605
F,26-35,29,0,Maharashtra,Western,Automobile,Furniture,4604
M,51-55,52,1,Haryana,Northern,IT Sector,Beauty,4603
F,18-25,22,1,Madhya Pradesh,Central,Govt,Beauty,4603
F,46-50,50,0,Karnataka,Southern,Construction,Footwear & Shoes,4602
F,18-25,21,0,Madhya Pradesh,Central,Media,Beauty,4602
F,51-55,54,1,Maharashtra,Western,Banking,Beauty,4602
M,51-55,54,0,Madhya Pradesh,Central,Banking,Beauty,4600
F,0-17,17,0,Madhya Pradesh,Central,Chemical,Beauty,4598
F,26-35,29,1,Madhya Pradesh,Central,Healthcare,Beauty,4596
F,46-50,47,0,Andhra Pradesh,Southern,Healthcare,Beauty,4595
F,36-45,44,1,Uttar Pradesh,Central,Agriculture,Beauty,4595
M,26-35,27,0,Madhya Pradesh,Central,Construction,Beauty,4592
F,26-35,35,1,Madhya Pradesh,Central,Agriculture,Beauty,4591
M,36-45,44,0,Andhra Pradesh,Southern,Retail,Beauty,4589
F,18-25,23,0,Madhya Pradesh,Central,Lawyer,Beauty,4588
F,26-35,27,0,Maharashtra,Western,Chemical,Beauty,4588
F,36-45,37,1,Delhi,Central,IT Sector,Beauty,4586
F,18-25,25,0,Uttar Pradesh,Central,Govt,Beauty,4586
F,51-55,54,1,Madhya Pradesh,Central,IT Sector,Beauty,4584
F,55+,84,0,Uttar Pradesh,Central,Healthcare,Beauty,4584
M,26-35,31,0,Delhi,Central,Hospitality,Beauty,4582
F,26-35,34,1,Andhra Pradesh,Southern,Banking,Beauty,4581
F,18-25,23,0,Madhya Pradesh,Central,Healthcare,Beauty,4580
F,18-25,24,1,Uttar Pradesh,Central,IT Sector,Beauty,4577
F,51-55,54,0,Madhya Pradesh,Central,Banking,Beauty,4574
F,26-35,31,1,Andhra Pradesh,Southern,Lawyer,Beauty,4571
M,26-35,29,0,Himachal Pradesh,Northern,Healthcare,Stationery,4570
F,26-35,35,1,Haryana,Northern,Banking,Furniture,4569
M,26-35,35,0,Karnataka,Southern,Banking,Footwear & Shoes,4569
F,26-35,29,0,Madhya Pradesh,Central,IT Sector,Beauty,4567
M,55+,72,0,Andhra Pradesh,Southern,IT Sector,Beauty,4565
M,26-35,32,1,Uttar Pradesh,Central,Lawyer,Beauty,4564
F,0-17,14,0,Madhya Pradesh,Central,Banking,Beauty,4561
F,36-45,38,0,Madhya Pradesh,Central,Banking,Beauty,4560
F,26-35,31,0,Andhra Pradesh,Southern,IT Sector,Beauty,4559
M,26-35,26,0,Delhi,Central,IT Sector,Stationery,4558
F,26-35,34,1,Karnataka,Southern,Food Processing,Footwear & Shoes,4553
F,0-17,15,1,Madhya Pradesh,Central,Hospitality,Beauty,4553
F,26-35,34,1,Uttar Pradesh,Central,Govt,Beauty,4552
F,55+,74,1,Karnataka,Southern,IT Sector,Food,4548
F,26-35,31,1,Madhya Pradesh,Central,IT Sector,Beauty,4545
F,36-45,40,0,Madhya Pradesh,Central,Retail,Beauty,4545
